,V_in,Measured_RPM,Vibration_1,Vibration_2,Vibration_3
6881320,8.1,1932.7719,0.0044369698,0.034404992999999995,0.0017392635
6881321,8.1,1932.7719,-0.041879416,-0.0067317486,0.0095283985
6881322,8.1,1932.7719,0.038789511,0.0049638747999999995,-0.012596846
6881323,8.1,1932.7719,0.017107725,0.00065684319,-0.0060546398
6881324,8.1,1932.7719,-0.036857127999999996,0.00084161758,0.015571116999999999
6881325,8.1,1932.7719,0.025197268,0.006860494599999999,0.0016331673000000001
6881326,8.1,1932.7719,0.0028336048,-0.035200119,0.011726618000000001
6881327,8.1,1932.7719,-0.019067526,0.014520884,0.0093793869
6881328,8.1,1932.7719,0.011968613000000001,0.031690598,0.0056791306
6881329,8.1,1932.7719,-0.0086331367,-0.044385195,0.0076198578
6881330,8.1,1932.7719,0.01536727,-0.0079476833,-0.0012505054
6881331,8.1,1932.7719,0.014836788,0.038275719,-0.0076532364
6881332,8.1,1932.7719,-0.020912886000000002,0.034109354,5.9604645e-05
6881333,8.1,1932.7719,0.022617579,-0.037373303999999996,-0.0014948845
6881334,8.1,1932.7719,0.0021159649,-0.040671825,0.0092101097
6881335,8.1,1932.7719,-0.039459467000000005,0.039644241000000004,0.01341939
6881336,8.1,1932.7719,0.006736516999999999,0.011034012,0.00032544136
6881337,8.1,1932.7719,0.018520355,-0.034252405,0.0025260448
6881338,8.1,1932.7719,-0.013303757,0.0069642067,0.0043880939
6881339,8.1,1932.7719,-0.012711287,0.014712811000000001,0.0032794476
6881340,8.1,1932.7719,0.032947063,-0.016765593999999998,-0.0089752674
6881341,8.1,1932.7719,0.0089740753,0.015338659,-0.0017642975
6881342,8.1,1932.7719,-0.0096309185,0.032334327999999996,0.008732080500000001
6881343,8.1,1932.7719,-0.012193918,-0.04977107,0.0094437599
6881344,8.1,1932.7719,0.016791821000000002,-0.0045323372,0.0045585632
6881345,8.1,1932.7719,-0.015939474,0.048763752,0.0015366077
6881346,8.1,1932.7719,-0.023868083999999998,-0.040113926,0.0081372261
6881347,8.1,1932.7719,0.036312342000000004,-0.0083494186,-0.0044977665
6881348,8.1,1932.7719,-0.024827718999999998,0.014431477,0.0071465969
6881349,8.1,1932.7719,0.0013184547,0.022194386,-0.0018644332999999999
6881350,8.1,1932.7719,0.045353174,0.012515783,-0.014779568
6881351,8.1,1932.7719,-0.031751394,-0.024614333999999998,0.01129508
6881352,8.1,1932.7719,-0.0066101551,0.0079321861,0.0057923793999999995
6881353,8.1,1932.7719,0.008058548,0.00061511993,0.0025653839
6881354,8.1,1932.7719,-0.0071573257,-0.028095245,0.0046432018
6881355,8.1,1932.7719,-0.0051546097,0.019111633,0.0052928925
6881356,8.1,1932.7719,-0.0014066696,0.0021743774,0.0065767765
6881357,8.1,1932.7719,-0.0027215481,0.0024306773999999997,-0.0014829635999999999
6881358,8.1,1932.7719,0.011607408999999999,0.006220340699999999,-0.0027799606
6881359,8.1,1932.7719,0.010155439,0.0028550625,-0.0055027007999999995
6881360,8.1,1932.7719,-0.013663769,-0.00035047531,0.0058794022
6881361,8.1,1932.7719,0.0055587292,0.0047111511,0.0050365925
6881362,8.1,1932.7719,-0.0017952919,-0.0051116943,0.003221035
6881363,8.1,1932.7719,-0.01057148,-0.0060081482,0.0072395802
6881364,8.1,1932.7719,0.0017726420999999999,-0.0030219555,0.0018274784
6881365,8.1,1932.7719,-0.012608767,0.0050985813,0.0055611134
6881366,8.1,1932.7719,0.0093364716,0.0030362606,-0.0036990643
6881367,8.1,1932.7719,-0.0095462799,0.011286736,-0.0017452239999999999
6881368,8.1,1932.7719,0.029779673,-0.015640259,-0.00060558319
6881369,8.1,1932.7719,-0.010310411,0.022424459,0.0087141991
6881370,8.1,1932.7719,-0.014047623,0.03190279,0.01023531
6881371,8.1,1932.7719,0.024787187999999998,-0.06817102400000001,-0.0012600422
6881372,8.1,1932.7719,-0.02001524,0.027467012000000002,0.0056600571
6881373,8.1,1932.7719,-0.013235806999999999,0.022442341,0.0026917458
6881374,8.1,1932.7719,0.007385015500000001,0.0072264671,-0.00197649
6881375,8.1,1932.7719,0.014417171000000001,-0.028955936,-0.0062501431
6881376,8.1,1932.7719,-0.022009611000000002,0.021777152999999997,0.0006008148200000001
6881377,8.1,1932.7719,0.0083935261,0.0073027611,-0.0043857098
6881378,8.1,1932.7719,0.012953281,-0.019596815,0.0041425228
6881379,8.1,1932.7719,-0.015776157,0.0092530251,0.0093376637
6881380,8.1,1932.7719,-0.0037515163,0.0095999241,0.0095689297
6881381,8.1,1932.7719,0.0019586086,-0.031343698999999996,0.0081551075
6881382,8.1,1932.7719,0.0093638897,0.00086545944,0.0021600723
6881383,8.1,1932.7719,-0.013070107,0.038075447000000005,0.0016474724
6881384,8.1,1932.7719,-0.00029921532000000005,-0.0072038174,-0.002464056
6881385,8.1,1932.7719,0.020457506,-0.0056409836,-0.0038731098
6881386,8.1,1932.7719,-0.0068199635,0.0098466873,0.0047659874
6881387,8.1,1932.7719,6.437301599999999e-05,0.0099265575,0.0035834312
6881388,8.1,1932.7719,-0.004928112,-0.012023448999999999,0.0076282024
6881389,8.1,1932.7719,-0.0061380863,-0.010414124,0.0094175339
6881390,8.1,1932.7719,-0.0010848045,0.013394356000000001,0.0028085709
6881391,8.1,1932.7719,0.0010895729,0.0038206577,0.0025331973999999998
6881392,8.1,1932.7719,0.011582375,-0.0055003166,-9.4175339e-05
6881393,8.1,1932.7719,0.0021958351,0.013195276,0.001115799
6881394,8.1,1932.7719,0.00038146972999999996,0.011819601,0.0010633469
6881395,8.1,1932.7719,-0.0033843516999999997,-0.0026595591999999998,0.0014019012
6881396,8.1,1932.7719,0.0051546097,-0.0079166889,0.0028288364
6881397,8.1,1932.7719,0.0032258034000000003,-0.01819253,0.005763769100000001
6881398,8.1,1932.7719,-0.028665066,0.038230419,0.01282692
6881399,8.1,1932.7719,0.016771555,-0.002989769,0.0030183792
6881400,8.1,1932.7719,0.018452406,-0.037367344,0.00024199486000000002
6881401,8.1,1932.7719,-0.012977123,0.016839503999999998,0.0040602684
6881402,8.1,1932.7719,0.0012135506,0.025613307999999998,-0.0022017956
6881403,8.1,1932.7719,0.0098991394,-0.01001358,0.00099778175
6881404,8.1,1932.7719,0.00040888786,-0.0068569183,0.0049185753
6881405,8.1,1932.7719,-0.011457205,0.015306473000000001,0.005663633299999999
6881406,8.1,1932.7719,0.0014674664,-0.022921562000000003,0.0076556206
6881407,8.1,1932.7719,0.005276203199999999,-0.004976987800000001,0.005043745
6881408,8.1,1932.7719,-0.0090658665,0.026319027000000002,0.0050020218
6881409,8.1,1932.7719,0.00035881996,-0.0033390521999999995,0.0015151501
6881410,8.1,1932.7719,0.014032125,-0.018372536000000002,0.00051140785
6881411,8.1,1932.7719,0.010575056000000001,0.010627508,0.0045132637
6881412,8.1,1932.7719,-0.0057256222,0.0303936,0.0063335896
6881413,8.1,1932.7719,0.012379885,-0.027928352000000004,0.0031125546000000002
6881414,8.1,1932.7719,0.0008726119999999999,0.0022435188,0.0050675869
6881415,8.1,1932.7719,-0.015845299,0.029950142000000003,0.007065534599999999
6881416,8.1,1932.7719,0.0091660023,-0.02758503,0.0020909309
6881417,8.1,1932.7719,0.0072705745999999995,-0.0054657459,0.0018584728
6881418,8.1,1932.7719,-0.012321472,0.0071430206,0.0075912476
6881419,8.1,1932.7719,0.00041842461000000003,0.0055742264,0.0050628185
6881420,8.1,1932.7719,0.013126135,-0.0063216686,0.0014185905
6881421,8.1,1932.7719,-0.0072836876,-0.00053048134,0.0043666363
6881422,8.1,1932.7719,0.013104677,0.019186735,0.0008893013
6881423,8.1,1932.7719,0.0043725967,-0.011296272,0.006308555600000001
6881424,8.1,1932.7719,-0.0069105625,-0.006604194599999999,0.0083005428
6881425,8.1,1932.7719,0.01537919,0.019726753,0.0015795231
6881426,8.1,1932.7719,-0.0032019615000000003,-0.016572475,0.006616115600000001
6881427,8.1,1932.7719,-0.0020563601999999998,-0.042773485,0.0081932545
6881428,8.1,1932.7719,-0.00090479851,0.057909489,0.008320808399999999
6881429,8.1,1932.7719,-0.015176535,0.018937588,0.0045442581
6881430,8.1,1932.7719,0.023325682,-0.061602592000000005,-0.0031542778000000003
6881431,8.1,1932.7719,0.021642447000000002,0.0047934054999999995,-0.0038897991
6881432,8.1,1932.7719,-0.039551258,0.033043623,0.0094127655
6881433,8.1,1932.7719,0.0083756447,0.023853779,0.00064492226
6881434,8.1,1932.7719,0.042567253,-0.026755333,-0.0038516521
6881435,8.1,1932.7719,-0.02587676,-0.017472506000000002,0.013765096999999999
6881436,8.1,1932.7719,-0.0086605549,0.016005039,0.0074243545999999995
6881437,8.1,1932.7719,0.01070857,-0.017762184,0.0051283836
6881438,8.1,1932.7719,-0.0025308132,-0.0040590763,4.4107437e-05
6881439,8.1,1932.7719,0.0014960766,0.035293102,0.0017035007000000002
6881440,8.1,1932.7719,-0.0045073032,-0.027202367999999998,0.0097179413
6881441,8.1,1932.7719,0.018334389,-0.018558502,0.005842447299999999
6881442,8.1,1932.7719,0.0081622601,0.037382841,0.0034093857000000003
6881443,8.1,1932.7719,-0.010285378000000001,0.008820295300000001,2.7418137000000002e-05
6881444,8.1,1932.7719,0.015456676,-0.018429756000000002,0.0013256073
6881445,8.1,1932.7719,-0.0009393692,-0.0098621845,0.0075221062
6881446,8.1,1932.7719,-0.020554066,0.0030422211,0.010155439
6881447,8.1,1932.7719,0.012602806000000001,0.0083863735,-0.00073671341
6881448,8.1,1932.7719,0.0034320353999999996,-0.017101765,0.004080534
6881449,8.1,1932.7719,-0.010398626,0.0033915042999999997,0.0082707405
6881450,8.1,1932.7719,0.0023400784,0.018535852,0.0013828278
6881451,8.1,1932.7719,0.0064909458,-0.019950867,-0.0013744831
6881452,8.1,1932.7719,0.0167346,0.0042879581,-0.0034070015000000004
6881453,8.1,1932.7719,0.0021350384,0.020903348999999998,0.0072360039
6881454,8.1,1932.7719,-0.012125968999999999,-0.0085246563,0.0090658665
6881455,8.1,1932.7719,0.0060343742,-0.0032389164000000002,0.0064313412
6881456,8.1,1932.7719,0.0079500675,-0.011920928999999999,0.0007808208500000001
6881457,8.1,1932.7719,-0.011800528000000001,-0.020706653999999998,0.0019991398000000003
6881458,8.1,1932.7719,-0.0048029423,0.02466917,0.0041639805
6881459,8.1,1932.7719,-0.0081455708,0.020158291000000002,0.0027751922999999998
6881460,8.1,1932.7719,0.0081419945,-0.027215481,0.001115799
6881461,8.1,1932.7719,0.025260447999999998,-0.002630949,-0.0042355061
6881462,8.1,1932.7719,-0.017981529,0.012611151000000001,0.007241964300000001
6881463,8.1,1932.7719,-0.0027453899,0.006893873199999999,0.0054407119999999995
6881464,8.1,1932.7719,0.018111467,-0.00018835068,-0.0011610985000000001
6881465,8.1,1932.7719,-0.011826753999999998,-0.010437965,0.0025415421
6881466,8.1,1932.7719,-0.0053536892,0.0027132034,0.0039148331
6881467,8.1,1932.7719,-0.0014662743,-0.0082695484,0.007584095
6881468,8.1,1932.7719,-0.0074827671,-0.0065600872,0.0056803226
6881469,8.1,1932.7719,0.0047624111,0.02089262,0.00017404556000000002
6881470,8.1,1932.7719,0.0097358227,-0.0037145615,0.00076532364
6881471,8.1,1932.7719,0.006883144399999999,-0.0061190128,0.0043618679
6881472,8.1,1932.7719,0.0080227852,0.0080263615,0.0015258789000000001
6881473,8.1,1932.7719,-0.004839897199999999,0.0064730644,-0.0016272068
6881474,8.1,1932.7719,-0.0012362003,0.004774332,-0.0010919571
6881475,8.1,1932.7719,-0.0041723251,-0.0091063976,0.005806684499999999
6881476,8.1,1932.7719,-0.017794371,-0.0047707558,0.011451244
6881477,8.1,1932.7719,-0.00013113022,-0.0066542625,0.0026142597
6881478,8.1,1932.7719,0.0025546551,0.0019943714,-0.0013828278
6881479,8.1,1932.7719,-0.00036239624,0.0040304660999999995,9.894370999999999e-05
6881480,8.1,1932.7719,0.004478693,0.013957023999999998,-0.00024914742
6881481,8.1,1932.7719,0.0045442581,-0.0079023838,0.0025904179
6881482,8.1,1932.7719,0.012069941,0.0013101101,-0.00070333481
6881483,8.1,1932.7719,0.0050199032,-0.0002348423,0.0053107738
6881484,8.1,1932.7719,-0.014224052,-0.0025892258,0.009305477099999999
6881485,8.1,1932.7719,-0.014218092,0.030319691,0.007199049
6881486,8.1,1932.7719,0.00038981437999999994,-0.029090643,0.00077366829
6881487,8.1,1932.7719,0.0032627583000000003,-0.015054941,-0.0010752678
6881488,8.1,1932.7719,-0.005338191999999999,0.019580126,0.0009012222300000001
6881489,8.1,1932.7719,-0.0051522255,0.016038418,-0.0022256374
6881490,8.1,1932.7719,0.018299818,0.0029492378000000002,-0.0054943562
6881491,8.1,1932.7719,0.011328458999999999,0.00082969666,-0.00041007996
6881492,8.1,1932.7719,-0.014634132,-0.0018513203,0.0086855888
6881493,8.1,1932.7719,0.00087022781,-0.011969805,0.0070345402
6881494,8.1,1932.7719,-0.0045204163,-0.013477801999999999,0.0049936771
6881495,8.1,1932.7719,-0.014375448,0.022213458999999998,0.004376173
6881496,8.1,1932.7719,-0.00060319901,0.013816357,0.0007402896899999999
6881497,8.1,1932.7719,0.0053751469,-0.018957853,0.0025379658
6881498,8.1,1932.7719,0.007531642900000001,-0.00060319901,0.00031352043
6881499,8.1,1932.7719,-0.0006878375999999999,0.016584396,-0.0020396709
6881500,8.1,1932.7719,0.0018322467999999999,0.0041520596,-0.0008940696699999999
6881501,8.1,1932.7719,0.0052392483,-0.0030982494,0.0028085709
6881502,8.1,1932.7719,-0.0090420246,0.00014543533,0.008995533
6881503,8.1,1932.7719,-0.005953311899999999,-0.0048565865,0.006080865899999999
6881504,8.1,1932.7719,0.00075697899,-0.00065684319,0.0023400784
6881505,8.1,1932.7719,0.0008606910699999998,0.0026512146,0.0025820732
6881506,8.1,1932.7719,-0.0056767464,0.012294053999999999,0.0022602081
6881507,8.1,1932.7719,0.0008201599099999999,-0.004336834,0.0026166439
6881508,8.1,1932.7719,0.0089347363,-0.0079131126,0.00012397766000000001
6881509,8.1,1932.7719,0.0066328049,0.020867586,0.0021207332999999997
6881510,8.1,1932.7719,-0.001142025,0.012127161000000001,0.0042128563
6881511,8.1,1932.7719,-0.0055932999,-0.012289286000000002,0.0049889088
6881512,8.1,1932.7719,-0.0041127205,-0.0045406818,0.0027370453
6881513,8.1,1932.7719,0.0039291382000000005,-0.0026273727,-0.0009405612900000001
6881514,8.1,1932.7719,-0.0034534931,-0.0022208691,0.0015413761
6881515,8.1,1932.7719,-0.0037944317,0.01631856,0.0029420853
6881516,8.1,1932.7719,-0.0030827522,0.009814500799999999,0.0070524216
6881517,8.1,1932.7719,0.0015878677,-0.018633603999999998,0.0026583671999999997
6881518,8.1,1932.7719,0.011382103000000001,-0.0014221668,0.0014960766
6881519,8.1,1932.7719,0.0011205673,0.014362335,0.0019538403
6881520,8.1,1932.7719,-0.006135702099999999,1.7881393000000002e-05,0.0079905987
6881521,8.1,1932.7719,0.011265278,0.0018548965,0.0016844273000000002
6881522,8.1,1932.7719,-0.0030970573,0.0011587143,-0.0006914138799999999
6881523,8.1,1932.7719,-0.0085246563,0.0007390976,0.0024008751000000003
6881524,8.1,1932.7719,0.001142025,-0.005532503100000001,0.0020623207
6881525,8.1,1932.7719,-0.011017323,-0.0036025046999999997,0.010352135
6881526,8.1,1932.7719,0.00048398972000000004,0.011568068999999999,0.0047254562
6881527,8.1,1932.7719,0.011273623,0.0029718876,0.0027430058
6881528,8.1,1932.7719,0.008310079599999999,-0.003862381,0.0028181076
6881529,8.1,1932.7719,0.0053596497,0.012786388000000001,0.0024819373999999997
6881530,8.1,1932.7719,-0.0005531311,0.0014460087,0.0023567677
6881531,8.1,1932.7719,0.0038278103,-0.0068843365,0.00040173531
6881532,8.1,1932.7719,0.000654459,0.00023245811000000002,0.0048160553
6881533,8.1,1932.7719,-0.013564825,0.00062465668,0.010010004
6881534,8.1,1932.7719,-0.0020694732999999997,0.009570121800000001,0.0058436394
6881535,8.1,1932.7719,0.0066363811,-0.0072515011,0.001938343
6881536,8.1,1932.7719,0.0022614002,-0.0041389465,0.0018596649
6881537,8.1,1932.7719,0.0037527084,0.010757446,0.0029683113
6881538,8.1,1932.7719,0.0039732456,0.00085353851,0.0031888485
6881539,8.1,1932.7719,0.008943080899999999,-0.0010740757,0.0040590763
6881540,8.1,1932.7719,0.0046491623,0.0061607361,0.0044441223
6881541,8.1,1932.7719,-0.007352829,-0.0032782555,0.0080430508
6881542,8.1,1932.7719,-0.00019788741999999997,-0.0075590611,0.0036907196
6881543,8.1,1932.7719,-0.0023150444,0.0020539761,0.0025010109
6881544,8.1,1932.7719,-0.0047564507,0.0054037571,0.0025165081
6881545,8.1,1932.7719,0.0049185753,-0.0012969971,0.0026607513
6881546,8.1,1932.7719,0.0058615208,-0.0044131279,0.0064301491
6881547,8.1,1932.7719,0.0072181225,-0.0029718876,0.0048243999
6881548,8.1,1932.7719,0.0038480759,0.0042307377,0.0068390369
6881549,8.1,1932.7719,-0.00015258788999999998,0.017044544,0.0032377243
6881550,8.1,1932.7719,0.0068116188000000005,-0.0046980381,0.0035500526
6881551,8.1,1932.7719,0.00020265578999999998,-0.0091135502,0.0053811073
6881552,8.1,1932.7719,-0.0075280666,-0.0089216232,0.0044071674
6881553,8.1,1932.7719,0.0026774406,-0.0066459179,0.0035202503000000005
6881554,8.1,1932.7719,0.0016343594,0.030676126,0.0014901161
6881555,8.1,1932.7719,-0.0015866756,0.006062984499999999,0.0051748753
6881556,8.1,1932.7719,0.0095570087,-0.019886493999999998,0.0037014484
6881557,8.1,1932.7719,0.0037491321999999997,-0.0064837932999999995,0.0028777122
6881558,8.1,1932.7719,-0.0047969818,0.0059700012,0.0038015842
6881559,8.1,1932.7719,0.0094330311,0.013432503,-0.0004601478599999999
6881560,8.1,1932.7719,0.0025856495,-0.005453825,0.0074744225
6881561,8.1,1932.7719,-0.0061929226,-0.012278556999999999,0.012298822
6881562,8.1,1932.7719,0.0057256222,-0.0029242039,0.0069868565
6881563,8.1,1932.7719,0.0019836426,0.0019133091,0.00390172
6881564,8.1,1932.7719,0.0033664703000000004,0.010179281,-0.00074386597
6881565,8.1,1932.7719,0.0032866001000000002,-0.00050663948,0.0050914288
6881566,8.1,1932.7719,-0.0014162064,-0.0043559074,0.0039076805
6881567,8.1,1932.7719,0.0026738644,-0.0043547153,0.0020825863
6881568,8.1,1932.7719,0.015662909,0.018686056,-0.0029349327
6881569,8.1,1932.7719,-0.010386705,-0.0083017349,0.0067329406999999996
6881570,8.1,1932.7719,-0.0020265579,-0.027242898999999998,0.010038614
6881571,8.1,1932.7719,0.0030243397,0.020365715,0.0035178660999999997
6881572,8.1,1932.7719,-0.016781092,0.0062477589,0.0066864491
6881573,8.1,1932.7719,0.019651651000000003,-0.007293224300000001,-0.0028812885
6881574,8.1,1932.7719,0.011817217,-0.0077736378,0.0049126147999999994
6881575,8.1,1932.7719,-0.017472506000000002,-0.0016260147,0.010550022
6881576,8.1,1932.7719,0.013431311000000001,0.012341738,0.00021815299999999998
6881577,8.1,1932.7719,0.014714003,0.00040411949000000003,-0.0017368792999999999
6881578,8.1,1932.7719,-0.013279915,0.0022780895000000002,0.0032627583000000003
6881579,8.1,1932.7719,-0.0046813488,-7.7486038e-05,0.0051689147999999996
6881580,8.1,1932.7719,0.0073516369,-0.020010471000000002,0.0037693977
6881581,8.1,1932.7719,-0.0073671341000000005,0.0014948845,0.005276203199999999
6881582,8.1,1932.7719,0.0049352646,0.019448996,0.0043189526
6881583,8.1,1932.7719,0.00031232834,-0.0032556057,0.0063967705
6881584,8.1,1932.7719,-0.0012218952,-0.016183853,0.0064694881
6881585,8.1,1932.7719,0.01039505,0.011343956,-0.002117157
6881586,8.1,1932.7719,-0.0030398369,0.0091433525,-0.0036787987
6881587,8.1,1932.7719,0.0046181679,-0.0027239322999999998,-0.0026834011
6881588,8.1,1932.7719,-0.0045263767,-0.0014770031,0.0043916702
6881589,8.1,1932.7719,-0.010530949,-0.0051009655,0.0085520744
6881590,8.1,1932.7719,0.0040686131,-0.0026929378999999997,0.0043582916
6881591,8.1,1932.7719,0.0078475475,-0.0093233585,0.0047814846
6881592,8.1,1932.7719,-0.00077486038,-0.0097024441,0.0055098534
6881593,8.1,1932.7719,-0.0060606003,0.029207467999999997,0.0062966346999999995
6881594,8.1,1932.7719,0.0079131126,0.0036847590999999997,-0.00082135201
6881595,8.1,1932.7719,0.0091195107,-0.015535355,-0.0009608268699999999
6881596,8.1,1932.7719,0.003923177700000001,0.009034872099999999,0.00046133995
6881597,8.1,1932.7719,-0.015423298,-0.0008797645599999999,0.0049376488
6881598,8.1,1932.7719,-0.0045621395,0.0013387203,0.0021970272
6881599,8.1,1932.7719,0.0073802471,-0.0052857399,-0.0021231174
6881600,8.1,1932.7719,-0.014183521000000001,-0.0044047832,0.0053334236
6881601,8.1,1932.7719,-0.0009393692,0.0023031235,0.0056624413
6881602,8.1,1932.7719,0.0066685677,-0.0023472309,0.0041866302
6881603,8.1,1932.7719,0.0061130524,-0.00066995621,0.00036597252
6881604,8.1,1932.7719,0.00390172,0.0054216385,0.0027620792
6881605,8.1,1932.7719,0.0010943413,0.017226934,0.0050711632
6881606,8.1,1932.7719,0.00039577483999999995,0.0045216084,0.004992485
6881607,8.1,1932.7719,0.00038981437999999994,-0.011657476000000002,0.0027787684999999998
6881608,8.1,1932.7719,-0.0014364719,-0.008699894,-0.00063657761
6881609,8.1,1932.7719,-0.015808344,0.006644725799999999,0.0017321110000000002
6881610,8.1,1932.7719,-0.0016462803,0.014822483000000001,-0.0017642975
6881611,8.1,1932.7719,0.0080919266,-0.0057077408,-0.0014150143
6881612,8.1,1932.7719,0.0013959407999999999,-0.0077223778,0.0024390221
6881613,8.1,1932.7719,-0.001052618,0.0068891047999999995,0.0039887428
6881614,8.1,1932.7719,0.00051021576,-0.0044608116,0.0031960011
6881615,8.1,1932.7719,0.0030171871,-0.00057339668,0.00069618225
6881616,8.1,1932.7719,-0.008751153900000001,0.0058746338,0.0044047832
6881617,8.1,1932.7719,-0.0081908703,-0.0020933151,0.0057291985
6881618,8.1,1932.7719,0.0098240376,-0.0004863739,0.0031745434000000003
6881619,8.1,1932.7719,0.0040185452,0.0034618378000000004,0.0028061867
6881620,8.1,1932.7719,-0.0098204613,0.0015771389000000002,-0.00079035759
6881621,8.1,1932.7719,0.0028300285,-0.0006318092299999999,-0.0024473667
6881622,8.1,1932.7719,0.0046980381,-0.0015020370000000001,0.00080347061
6881623,8.1,1932.7719,-0.006788969000000001,0.010793209,0.0066745281
6881624,8.1,1932.7719,0.001180172,0.0081574917,0.0054740906
6881625,8.1,1932.7719,0.00090718269,-0.016547441,0.004850625999999999
6881626,8.1,1932.7719,-0.0025701523,0.00071048737,0.0037705898
6881627,8.1,1932.7719,-7.5101852e-05,0.021438599,-0.00087738037
6881628,8.1,1932.7719,-0.0005137920400000001,-0.0018668175,0.0007712841
6881629,8.1,1932.7719,0.0041866302,-0.0087594986,0.0006639957400000001
6881630,8.1,1932.7719,-0.0038933754,0.0081992149,0.0045204163
6881631,8.1,1932.7719,-0.0032103062,0.0079834461,0.0020360947
6881632,8.1,1932.7719,0.0033736228999999996,-0.00096440315,0.0013279914999999999
6881633,8.1,1932.7719,-0.00066280365,-0.007014274599999999,0.0034248828999999996
6881634,8.1,1932.7719,-0.0084030628,-0.0013971329,0.0050663947999999995
6881635,8.1,1932.7719,0.0031757355,0.0091469288,0.0019180775
6881636,8.1,1932.7719,0.005791187299999999,0.0070464611,-0.00016450881999999998
6881637,8.1,1932.7719,0.0009191036199999999,-0.0043642521,0.0033640862
6881638,8.1,1932.7719,-0.001142025,-0.0034177303000000004,0.0034880638
6881639,8.1,1932.7719,-0.007150173199999999,0.0043165684,0.0043797493
6881640,8.1,1932.7719,0.0044131279,0.0025868416,0.00037431717000000007
6881641,8.1,1932.7719,-0.0002849102,-0.0009679794300000001,0.00034332275
6881642,8.1,1932.7719,-0.0073873997,0.0031590462,0.0041389465
6881643,8.1,1932.7719,-5.6028365999999994e-05,-0.00041842461000000003,0.0026202202
6881644,8.1,1932.7719,0.0021958351,-0.0011467934,0.0013625622
6881645,8.1,1932.7719,0.0024569035,0.005958080300000001,0.00087738037
6881646,8.1,1932.7719,-0.0039112567999999995,0.0037872790999999998,0.0063252449
6881647,8.1,1932.7719,0.00016689301,-0.0060534477,0.0093412399
6881648,8.1,1932.7719,0.0090312958,0.0033617020000000003,0.003670454
6881649,8.1,1932.7719,0.00046610832000000004,0.011607408999999999,0.0022411346
